hit_id	pfam_query_accession	pfam_name
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01010735.1.p1	PF07719.20	TPR_2
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01023172.1.p1	PF07719.20	TPR_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01011812.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01025497.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01025499.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01025498.1.p1	PF17809.4	UPA_2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01017959.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01028416.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01028410.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01028415.1.p1	PF17809.4	UPA_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01028411.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010762.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010764.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010767.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010769.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010772.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010773.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010776.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010778.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010794.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010829.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010761.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010763.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010766.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010768.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010771.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010775.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010777.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010783.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010827.1.p1	PF17809.4	UPA_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010830.1.p1	PF17809.4	UPA_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01017377.1.p1	PF17809.4	UPA_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044062.1.p1	PF17809.4	UPA_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044060.1.p1	PF17809.4	UPA_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044061.1.p1	PF17809.4	UPA_2
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01001488.1.p1	PF00102.30	Y_phosphatase
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004327.1.p1	PF00102.30	Y_phosphatase
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000080.1.p1	PF00102.30	Y_phosphatase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01002005.1.p1	PF00102.30	Y_phosphatase
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01006863.1.p1	PF00102.30	Y_phosphatase
