#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042070.1.p1                   -          fn3                  PF00041.24     5e-81  265.4  19.9   2.4e-15   54.9   0.2   6.7   6   0   0   6   6   6   6 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042077.1.p1                   -          fn3                  PF00041.24   1.5e-80  263.9  19.9   2.8e-15   54.7   0.2   6.7   6   0   0   6   6   6   6 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042067.1.p1                   -          fn3                  PF00041.24     2e-80  263.5  19.9     3e-15   54.6   0.2   6.7   6   0   0   6   6   6   6 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043420.1.p1                   -          fn3                  PF00041.24   2.2e-80  263.3  15.8   1.1e-18   65.6   0.2   6.3   6   0   0   6   6   6   6 -
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01024257.1.p1              -          fn3                  PF00041.24   6.8e-80  261.8  27.9   1.9e-17   61.6   0.1   6.5   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01040610.1.p1               -          fn3                  PF00041.24   1.5e-79  260.7  12.9   2.2e-21   74.2   0.3   5.1   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01062036.1.p1               -          fn3                  PF00041.24   6.9e-78  255.3   8.7   5.3e-16   57.0   0.2   5.7   5   0   0   5   5   5   5 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043419.1.p1                   -          fn3                  PF00041.24   3.9e-76  249.7  19.4   1.9e-18   64.9   0.2   6.5   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016781.1.p2               -          fn3                  PF00041.24   2.6e-75  247.1  17.6   2.5e-18   64.5   0.3   5.1   5   0   0   5   5   5   5 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007223.1.p1        -          fn3                  PF00041.24   1.2e-74  245.0   9.8   1.9e-17   61.6   0.1   6.8   7   0   0   7   7   5   5 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01026673.1.p1              -          fn3                  PF00041.24     4e-72  236.9   4.2     5e-15   53.9   0.1   7.5   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071683.1.p2               -          fn3                  PF00041.24   1.3e-71  235.3  15.7   1.7e-21   74.6   0.3   5.1   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01018689.1.p1               -          fn3                  PF00041.24   2.2e-71  234.5   2.7   6.3e-15   53.6   0.0   6.0   5   0   0   5   5   5   5 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01026672.1.p1              -          fn3                  PF00041.24   3.1e-71  234.0   4.2   7.1e-15   53.4   0.1   7.3   5   0   0   5   5   5   5 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01044686.1.p1                   -          fn3                  PF00041.24   3.3e-71  233.9   7.4   9.3e-18   62.6   0.2   6.1   6   0   0   6   6   5   5 -
Glycera_tridactyla_GARU01.transdecoder.pep_id_GARU01000668.1.p1                  -          fn3                  PF00041.24   9.4e-71  232.5   6.7   3.9e-17   60.6   0.1   5.9   6   0   0   6   6   5   5 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043152.1.p1                   -          fn3                  PF00041.24   2.1e-69  228.1  17.8   1.9e-18   64.8   1.9   8.0   8   0   0   8   8   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053687.1.p1               -          fn3                  PF00041.24   2.4e-69  228.0   0.0   4.5e-14   50.8   0.0   7.2   7   0   0   7   7   7   7 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01044173.1.p1               -          fn3                  PF00041.24   3.4e-69  227.5  14.9   1.8e-20   71.3   0.1   5.1   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060599.1.p1               -          fn3                  PF00041.24   6.4e-69  226.6   7.5   9.9e-18   62.5   0.0   5.2   5   0   0   5   5   5   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033005.1.p1               -          fn3                  PF00041.24   4.2e-67  220.8   3.8   1.1e-17   62.4   0.0   4.2   4   0   0   4   4   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01065669.1.p1               -          fn3                  PF00041.24   6.5e-67  220.2  14.4   5.1e-15   53.9   2.4   5.4   5   0   0   5   5   5   5 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01018384.1.p1              -          fn3                  PF00041.24     8e-67  219.9  17.7     4e-18   63.8   0.2   6.0   6   0   0   6   6   5   5 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043154.1.p1                   -          fn3                  PF00041.24   1.2e-66  219.4  21.7   3.4e-18   64.0   1.9   7.8   9   0   0   9   9   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01073509.1.p1               -          fn3                  PF00041.24   2.3e-66  218.4  16.3   1.6e-17   61.9   0.3   5.3   5   0   0   5   5   5   5 -
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01028523.1.p1              -          fn3                  PF00041.24   2.7e-66  218.2   2.4   1.3e-18   65.3   0.1   4.3   4   0   0   4   4   4   4 -
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01001165.1_prot_JAA96778.1_1                 -          fn3                  PF00041.24   4.5e-64  211.1   2.7   7.1e-18   63.0   0.1   4.4   4   0   0   4   4   4   4 -
Crotalus_horridus_GBKC01_id_lcl|GBKC01001727.1_prot_JAG44343.1_1                 -          fn3                  PF00041.24   4.5e-64  211.1   2.7   7.1e-18   63.0   0.1   4.4   4   0   0   4   4   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01017178.1.p1               -          fn3                  PF00041.24   4.2e-63  208.0   1.5   1.4e-16   58.8   0.0   4.2   4   0   0   4   4   4   4 -
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000096.1.p1              -          fn3                  PF00041.24   1.4e-62  206.3   0.0   2.7e-14   51.6   0.0   6.2   6   0   0   6   6   6   6 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01010681.1.p1               -          fn3                  PF00041.24   2.3e-61  202.4   3.9   3.9e-16   57.4   0.3   6.0   5   0   0   5   5   4   4 -
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000593.1.p1                  -          fn3                  PF00041.24   3.4e-60  198.6   1.7   2.6e-16   58.0   1.2   4.2   4   0   0   4   4   4   4 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01002562.1.p1                  -          fn3                  PF00041.24   1.5e-59  196.5   7.4   7.6e-17   59.7   2.6   5.3   4   0   0   4   4   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039474.1.p1               -          fn3                  PF00041.24   1.7e-59  196.4   4.7   1.6e-17   61.9   0.2   4.8   5   0   0   5   5   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071683.1.p1               -          fn3                  PF00041.24   2.4e-59  195.9  12.7   6.8e-18   63.1   0.3   4.5   4   0   0   4   4   4   4 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01010246.1.p1        -          fn3                  PF00041.24   2.5e-59  195.9   3.0     2e-15   55.2   0.3   5.0   5   0   0   5   5   5   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031590.1.p2               -          fn3                  PF00041.24   5.7e-59  194.7   6.8   6.2e-17   60.0   0.1   4.1   4   0   0   4   4   4   4 -
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01021490.1.p1                   -          fn3                  PF00041.24     8e-59  194.2   0.0   3.2e-12   44.9   0.0   6.3   6   0   0   6   6   6   6 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043422.1.p1                   -          fn3                  PF00041.24   6.6e-58  191.3   5.8   9.9e-19   65.8   0.2   4.3   4   0   0   4   4   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000172.1.p1               -          fn3                  PF00041.24   4.6e-57  188.6   4.5   2.2e-17   61.4   0.1   5.2   5   0   0   5   5   4   4 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01002748.1.p1                   -          fn3                  PF00041.24     4e-56  185.6   9.6   3.6e-14   51.1   0.4   5.7   5   0   0   5   5   5   5 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01002749.1.p1                   -          fn3                  PF00041.24   8.7e-56  184.5   9.3   4.4e-14   50.8   0.4   5.7   5   0   0   5   5   5   5 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01016098.1.p1              -          fn3                  PF00041.24   1.4e-55  183.8   0.2   9.2e-16   56.2   0.0   5.2   5   0   0   5   5   4   4 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007512.1.p1        -          fn3                  PF00041.24   7.5e-53  175.1   5.3   3.4e-13   48.0   0.0   5.3   5   0   0   5   5   5   5 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033883.1.p1                   -          fn3                  PF00041.24   1.5e-52  174.1  17.4   3.4e-19   67.2   2.5   4.2   4   0   0   4   4   3   3 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01012784.1.p1              -          fn3                  PF00041.24   3.2e-51  169.9   6.7   4.8e-13   47.5   0.0   5.6   5   0   0   5   5   5   5 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01018901.1.p1              -          FtsJ                 PF01728.22   3.5e-71  237.2   0.1   4.4e-71  236.9   0.1   1.1   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005507.1.p1        -          FtsJ                 PF01728.22   1.5e-70  235.2   0.1   1.9e-70  234.9   0.1   1.1   1   0   0   1   1   1   1 -
Crotalus_horridus_GBKC01_id_lcl|GBKC01001375.1_prot_JAG44695.1_1                 -          FtsJ                 PF01728.22   1.7e-70  235.0   0.0   2.1e-70  234.7   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01020465.1.p2                  -          FtsJ                 PF01728.22   2.5e-70  234.4   0.2   3.2e-70  234.1   0.2   1.1   1   0   0   1   1   1   1 -
Boiga_irregularis_GBSH01_id_lcl|GBSH01002397.1_prot_JAG66629.1_1                 -          FtsJ                 PF01728.22   3.7e-70  233.9   0.0   4.5e-70  233.6   0.0   1.1   1   0   0   1   1   1   1 -
Conophis_lineatus_GJFD01.transdecoder.pep_id_GJFD01000608.1.p1                   -          FtsJ                 PF01728.22   3.7e-70  233.9   0.0   4.5e-70  233.6   0.0   1.1   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039012.1.p1               -          FtsJ                 PF01728.22   8.1e-70  232.8   0.0   9.9e-70  232.5   0.0   1.1   1   0   0   1   1   1   1 -
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01018575.1.p1                  -          FtsJ                 PF01728.22   1.4e-69  232.1   0.1   1.6e-69  231.8   0.1   1.0   1   0   0   1   1   1   1 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01012574.1.p1                   -          FtsJ                 PF01728.22   1.4e-68  228.7   0.0   1.8e-68  228.4   0.0   1.1   1   0   0   1   1   1   1 -
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01003953.1.p1                    -          FtsJ                 PF01728.22   6.5e-68  226.6   0.0   8.3e-68  226.2   0.0   1.1   1   0   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01008225.1.p1                  -          FtsJ                 PF01728.22   3.8e-67  224.1   0.1     5e-67  223.7   0.1   1.2   1   0   0   1   1   1   1 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01023613.1.p1              -          FtsJ                 PF01728.22   1.5e-56  189.5   0.0   1.9e-56  189.2   0.0   1.1   1   0   0   1   1   1   1 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01019916.1.p2                   -          FtsJ                 PF01728.22   6.1e-56  187.6   0.0   7.5e-56  187.3   0.0   1.1   1   0   0   1   1   1   1 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01019917.1.p2                   -          FtsJ                 PF01728.22   6.1e-56  187.6   0.0   7.5e-56  187.3   0.0   1.1   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003372.1.p1        -          FtsJ                 PF01728.22   9.7e-56  186.9   0.0   1.2e-55  186.7   0.0   1.1   1   0   0   1   1   1   1 -
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01026979.1.p1              -          FtsJ                 PF01728.22   1.3e-55  186.5   0.0   2.1e-55  185.8   0.0   1.3   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01002481.1.p1                  -          FtsJ                 PF01728.22   2.5e-55  185.6   0.0   4.6e-55  184.7   0.0   1.4   1   0   0   1   1   1   1 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01019918.1.p1                   -          FtsJ                 PF01728.22   5.7e-55  184.4   0.0   1.3e-54  183.2   0.0   1.7   1   0   0   1   1   1   1 -
Conophis_lineatus_GJFD01.transdecoder.pep_id_GJFD01001432.1.p1                   -          FtsJ                 PF01728.22   1.6e-54  183.0   0.0   3.3e-54  181.9   0.0   1.6   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033302.1.p1               -          FtsJ                 PF01728.22   1.6e-54  182.9   0.0     3e-54  182.1   0.0   1.5   1   0   0   1   1   1   1 -
Boiga_irregularis_GBSH01_id_lcl|GBSH01002396.1_prot_JAG66630.1_1                 -          FtsJ                 PF01728.22   3.7e-54  181.8   0.0   7.2e-54  180.8   0.0   1.5   1   0   0   1   1   1   1 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01023057.1.p1              -          FtsJ                 PF01728.22   8.3e-54  180.6   0.1   1.6e-53  179.7   0.1   1.5   1   0   0   1   1   1   1 -
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02002164.1_prot_JAV49268.1_1 -          FtsJ                 PF01728.22   8.4e-54  180.6   0.0   1.8e-53  179.5   0.0   1.6   1   0   0   1   1   1   1 -
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002207.1_prot_JAA95736.1_1                 -          FtsJ                 PF01728.22     9e-54  180.5   0.0   1.8e-53  179.5   0.0   1.6   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008467.1.p1        -          FtsJ                 PF01728.22   1.4e-53  179.9   0.4     3e-53  178.8   0.1   1.8   2   0   0   2   2   1   1 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01012792.1.p1               -          FtsJ                 PF01728.22   1.6e-53  179.7   0.0   2.9e-53  178.9   0.0   1.4   1   0   0   1   1   1   1 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01047438.1.p1 -          FXa_inhibition       PF14670.9    7.7e-77  251.6 158.5   8.9e-11   40.2   9.0   9.9  10   0   0  10  10  10   9 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01026259.1.p1 -          FXa_inhibition       PF14670.9    5.4e-76  248.9 261.9   2.6e-13   48.3   8.2  16.8  12   2   2  14  14  14  11 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045436.1.p1      -          FXa_inhibition       PF14670.9    2.1e-63  208.6 308.9   1.4e-09   36.4   7.6  21.7  21   0   0  21  21  21  16 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01018370.1.p1  -          FXa_inhibition       PF14670.9    3.1e-61  201.7 180.1   1.9e-11   42.3   9.3  12.7  12   1   0  12  12  12   9 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060631.1.p1  -          FXa_inhibition       PF14670.9    3.2e-61  201.6 178.3   2.2e-11   42.2   9.3  12.7  12   1   0  12  12  12   9 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015141.1.p1  -          FXa_inhibition       PF14670.9    5.8e-56  184.8  89.6   2.3e-10   38.9   9.9   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049593.1.p1  -          FXa_inhibition       PF14670.9    7.6e-54  178.0 222.9   2.6e-08   32.3   6.8  16.9  13   3   3  16  16  16  16 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01017589.1.p1 -          FXa_inhibition       PF14670.9    9.1e-53  174.6 166.6   1.6e-11   42.6  11.1  35.0  13   4  13  27  27  27   9 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01017590.1.p1 -          FXa_inhibition       PF14670.9    1.6e-52  173.8 166.6   1.6e-11   42.6  11.1  36.1  13   4  15  28  28  28   9 -
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01014003.1.p1              -          Gelsolin             PF00626.25  3.1e-100  326.4   0.1   3.6e-19   66.7   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01044725.1.p1               -          Gelsolin             PF00626.25  5.8e-100  325.6   0.2   2.8e-18   63.9   0.0   6.4   6   0   0   6   6   6   6 -
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01000020.1.p1                         -          Gelsolin             PF00626.25  6.2e-100  325.5   0.1   3.4e-19   66.8   0.0   6.2   6   0   0   6   6   6   6 -
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000012.1.p1                        -          Gelsolin             PF00626.25   7.2e-99  322.1   0.1   3.7e-19   66.7   0.0   6.3   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01001056.1.p1               -          Gelsolin             PF00626.25   1.7e-98  320.9   0.1   1.6e-19   67.9   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066903.1.p1               -          Gelsolin             PF00626.25   1.7e-98  320.9   0.1   1.6e-19   67.9   0.0   6.2   6   0   0   6   6   6   6 -
Boiga_irregularis_GBSH01_id_lcl|GBSH01000243.1_prot_JAG68781.1_1                 -          Gelsolin             PF00626.25   3.8e-97  316.6   0.0   5.3e-20   69.4   0.0   6.4   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012796.1.p1               -          Gelsolin             PF00626.25   5.1e-97  316.1   0.1   1.5e-19   67.9   0.0   6.2   6   0   0   6   6   6   6 -
Dendroaspis_viridis_GHPC01.transdecoder.pep_id_GHPC01000025.1.p1                 -          Gelsolin             PF00626.25   5.3e-97  316.1   0.1   2.6e-19   67.2   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01051701.1.p1               -          Gelsolin             PF00626.25   5.4e-97  316.1   0.0   1.4e-19   68.0   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01073299.1.p1               -          Gelsolin             PF00626.25     3e-96  313.7   0.0   7.6e-19   65.7   0.0   6.4   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031704.1.p1               -          Gelsolin             PF00626.25   2.6e-95  310.7   0.1   1.5e-19   67.9   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063488.1.p1               -          Gelsolin             PF00626.25   5.9e-94  306.3   0.3   1.5e-19   68.0   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026604.1.p1               -          Gelsolin             PF00626.25   2.3e-93  304.5   0.0   2.9e-20   70.2   0.0   6.5   6   0   0   6   6   6   6 -
Micrurus_fulvius_GAEP01_id_lcl|GAEP01000094.1_prot_JAB54727.1_1                  -          Gelsolin             PF00626.25   7.4e-92  299.6   0.0   8.9e-19   65.5   0.0   6.5   6   0   0   6   6   6   6 -
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01002919.1_prot_JAA95024.1_1                 -          Gelsolin             PF00626.25   2.1e-91  298.2   0.0     3e-20   70.2   0.0   6.3   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020827.1.p1               -          Gelsolin             PF00626.25   7.5e-91  296.4   0.0   6.6e-17   59.5   0.0   6.3   6   0   0   6   6   6   6 -
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000540.1.p1                 -          Gelsolin             PF00626.25   8.3e-91  296.2   0.0   1.6e-19   67.8   0.0   6.4   6   0   0   6   6   6   6 -
Agkistrodon_contortrix_GJUG01.transdecoder.pep_id_GJUG01000563.1.p1              -          Gelsolin             PF00626.25   8.3e-91  296.2   0.0   1.6e-19   67.8   0.0   6.4   6   0   0   6   6   6   6 -
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000045.1.p1               -          Gelsolin             PF00626.25   1.4e-90  295.5   0.1   3.1e-19   66.9   0.0   6.2   6   0   0   6   6   6   6 -
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000689.1.p1           -          Gelsolin             PF00626.25   3.6e-87  284.6   0.2   2.3e-15   54.5   0.0   6.2   6   0   0   6   6   6   6 -
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000167.1.p1                 -          Gelsolin             PF00626.25   7.4e-87  283.6   0.1   5.2e-16   56.6   0.0   6.4   6   0   0   6   6   6   6 -
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001215.1.p1         -          Gelsolin             PF00626.25   1.9e-86  282.3   0.0     7e-16   56.2   0.0   6.3   6   0   0   6   6   6   6 -
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000128.1.p1                 -          Gelsolin             PF00626.25   4.1e-86  281.2   0.1   2.9e-16   57.4   0.0   6.4   6   0   0   6   6   6   6 -
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000043.1.p1              -          Gelsolin             PF00626.25   1.2e-82  270.1   0.0   3.1e-17   60.5   0.0   6.2   6   0   0   6   6   6   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029237.1.p1               -          Gelsolin             PF00626.25   8.7e-82  267.3   0.0   1.2e-19   68.3   0.0   5.2   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036830.1.p1               -          Gelsolin             PF00626.25   1.7e-81  266.4   0.0   1.2e-19   68.2   0.0   5.2   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029449.1.p1               -          Gelsolin             PF00626.25   8.8e-81  264.1   0.0   1.2e-19   68.3   0.0   5.2   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069124.1.p1               -          Gelsolin             PF00626.25   1.3e-80  263.6   0.2   2.8e-16   57.5   0.0   6.2   6   0   0   6   6   6   6 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01027296.1.p1              -          Gelsolin             PF00626.25   1.5e-80  263.4   2.1   1.8e-16   58.0   0.0   6.2   6   0   0   6   6   6   6 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01027298.1.p1              -          Gelsolin             PF00626.25   1.5e-80  263.4   2.1   1.8e-16   58.0   0.0   6.2   6   0   0   6   6   6   6 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01027297.1.p1              -          Gelsolin             PF00626.25   1.6e-80  263.3   2.1   1.9e-16   58.0   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058371.1.p1               -          Gelsolin             PF00626.25   1.6e-79  260.1   0.0   6.5e-19   65.9   0.0   6.4   6   0   0   6   6   6   5 -
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000109.1.p1         -          Gelsolin             PF00626.25   5.6e-79  258.4   0.5   8.6e-17   59.1   0.0   6.3   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071511.1.p1               -          Gelsolin             PF00626.25     1e-78  257.5   0.2     4e-20   69.8   0.0   6.3   6   0   0   6   6   6   5 -
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01005902.1.p1                   -          Gelsolin             PF00626.25     5e-75  245.7   0.0   1.4e-20   71.2   0.0   4.9   5   0   0   5   5   5   4 -
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000144.1.p1       -          Gelsolin             PF00626.25   4.9e-74  242.5   0.0   9.8e-20   68.5   0.0   4.2   4   0   0   4   4   4   4 -
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000669.1_prot_JAV47720.1_1                   -          Gelsolin             PF00626.25   8.7e-68  222.5   0.2   1.6e-14   51.8   0.0   6.4   6   0   0   6   6   6   6 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038608.1.p2                   -          Gelsolin             PF00626.25   2.9e-67  220.8   2.5   6.6e-17   59.4   0.0   6.7   6   0   0   6   6   6   6 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038607.1.p2                   -          Gelsolin             PF00626.25     1e-66  219.1   2.5   8.3e-17   59.1   0.0   6.7   6   0   0   6   6   6   6 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01012665.1.p1              -          Gelsolin             PF00626.25   1.3e-65  215.5   3.9   8.7e-16   55.9   0.0   6.2   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069264.1.p1               -          Gelsolin             PF00626.25   1.3e-64  212.3   0.0   5.9e-19   66.0   0.0   4.4   4   0   0   4   4   4   4 -
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01006158.1.p1                   -          Gelsolin             PF00626.25   1.3e-64  212.3   0.0   1.1e-20   71.5   0.0   4.2   4   0   0   4   4   4   4 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038610.1.p1                   -          Gelsolin             PF00626.25   4.2e-64  210.7   3.6     8e-17   59.2   0.0   6.7   6   0   0   6   6   6   6 -
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01006124.1.p1                   -          Gelsolin             PF00626.25   6.6e-63  206.8   0.0   3.2e-18   63.7   0.0   4.2   4   0   0   4   4   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021442.1.p1               -          Gelsolin             PF00626.25     2e-62  205.3   8.4   4.6e-16   56.8   0.0   6.7   6   1   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01035411.1.p1               -          Gelsolin             PF00626.25   3.2e-62  204.6   0.0   9.2e-20   68.6   0.0   4.2   4   0   0   4   4   4   4 -
