hit_id	length	cysteine_content	pfam_query_accession	pfam_query_name
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01001346.1.p1	540	0.02	PF00135.31	COesterase
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01001348.1.p1	540	0.02	PF00135.31	COesterase
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01001350.1.p2	540	0.02	PF00135.31	COesterase
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01001352.1.p2	540	0.02	PF00135.31	COesterase
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000297.1.p1	565	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039125.1.p1	563	0.01	PF00135.31	COesterase
Naja_naja_GHRX01.transdecoder.pep_id_GHRX01000034.1.p2	446	0.01	PF00135.31	COesterase
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000431.1.p1	625	0.01	PF00135.31	COesterase
Micrurus_tener_GDBH01_id_lcl|GDBH01000055.1_prot_JAS05178.1_1	539	0.02	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000094.1.p1	557	0.01	PF00135.31	COesterase
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000123.1.p1	576	0.01	PF00135.31	COesterase
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01038720.1.p1	540	0.02	PF00135.31	COesterase
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001884.1.p1	517	0.01	PF00135.31	COesterase
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000109.1.p1	602	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01004063.1.p2	603	0.01	PF00135.31	COesterase
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000079.1.p1	526	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01025983.1.p1	574	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01020430.1.p1	538	0.01	PF00135.31	COesterase
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001882.1.p1	517	0.01	PF00135.31	COesterase
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001883.1.p1	517	0.01	PF00135.31	COesterase
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000122.1.p1	555	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01009529.1.p1	630	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01057688.1.p1	502	0.02	PF00135.31	COesterase
Dinoponera_quadriceps_GANS01.transdecoder.pep_id_GANS01000429.1.p1	678	0.02	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01004141.1.p1	558	0.01	PF00135.31	COesterase
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000612.1.p1	631	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038495.1.p2	711	0.01	PF00135.31	COesterase
Naja_annulifera_GIJD01.transdecoder.pep_id_GIJD01000077.1.p1	408	0.02	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01027729.1.p1	748	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01027731.1.p1	872	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000102.1.p1	647	0.01	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01017386.1.p1	870	0.01	PF00135.31	COesterase
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000417.1.p1	586	0.01	PF00135.31	COesterase
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000226.1.p1	586	0.01	PF00135.31	COesterase
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000253.1.p1	586	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000106.1.p1	465	0.01	PF00135.31	COesterase
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000342.1.p1	567	0.01	PF00135.31	COesterase
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01000722.1.p1	557	0.02	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01027720.1.p1	479	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01011318.1.p1	741	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01042051.1.p1	350	0.02	PF00135.31	COesterase
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01011960.1.p1	522	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01022612.1.p1	569	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000118.1.p1	453	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000117.1.p1	303	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01010566.1.p1	588	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039123.1.p1	351	0.02	PF00135.31	COesterase
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001357.1.p1	635	0.02	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037578.1.p1	335	0.01	PF00135.31	COesterase
Trichomalopsis_sarcophagae_GFPB01.transdecoder.pep_id_GFPB01000575.1.p1	518	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060260.1.p1	417	0.01	PF00135.31	COesterase
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000749.1.p1	246	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053113.1.p1	405	0.02	PF00135.31	COesterase
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01000721.1.p1	305	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000110.1.p1	636	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000105.1.p1	640	0.01	PF00135.31	COesterase
Naja_siamensis_GIJL01.transdecoder.pep_id_GIJL01000133.1.p2	361	0.01	PF00135.31	COesterase
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000200.1.p1	639	0.01	PF00135.31	COesterase
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000120.1.p1	372	0.01	PF00135.31	COesterase
Dinoponera_quadriceps_GANS01.transdecoder.pep_id_GANS01000374.1.p1	308	0.02	PF00135.31	COesterase
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01001113.1.p1	211	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01037933.1.p1	337	0.02	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039130.1.p1	406	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027416.1.p1	248	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037581.1.p1	341	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037580.1.p1	247	0.02	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037583.1.p1	247	0.02	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052879.1.p1	250	0.01	PF00135.31	COesterase
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000269.1.p2	344	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039128.1.p1	433	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01039127.1.p1	411	0.01	PF00135.31	COesterase
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01001147.1.p1	203	0.01	PF00135.31	COesterase
Echiopsis_curta_GAHD01_id_lcl|GAHD01000007.1_prot_JAA74766.1_1	302	0.02	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01026332.1.p2	228	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000084.1.p1	624	0.01	PF00135.31	COesterase
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01043467.1.p1	296	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000092.1.p1	326	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020878.1.p2	362	0.01	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022747.1.p1	224	0.03	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049132.1.p1	266	0.02	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01019756.1.p1	160	0.01	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022746.1.p1	184	0.02	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01016117.1.p1	738	0.02	PF00135.31	COesterase
Hemachatus_haemachatus_GIJC01.transdecoder.pep_id_GIJC01000361.1.p1	342	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037582.1.p1	232	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01027732.1.p1	166	0.01	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000087.1.p1	446	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005746.1.p1	164	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01017010.1.p1	326	0.01	PF00135.31	COesterase
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01049114.1.p1	176	0.02	PF00135.31	COesterase
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01008108.1.p1	145	0.01	PF00135.31	COesterase
Naja_annulifera_GIJD01.transdecoder.pep_id_GIJD01000103.1.p1	266	0.01	PF00135.31	COesterase
Ethmostigmus_rubripes_GASI01.transdecoder.pep_id_GASI01000041.1.p1	348	0.02	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022758.1.p1	195	0.02	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01050503.1.p1	177	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01043787.1.p2	145	0.01	PF00135.31	COesterase
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01004008.1.p1	109	0.01	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01004547.1.p1	207	0.01	PF00135.31	COesterase
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01017043.1.p1	176	0.01	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022757.1.p1	202	0.02	PF00135.31	COesterase
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000109.1.p1	337	0.02	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022748.1.p1	172	0.02	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022745.1.p1	173	0.02	PF00135.31	COesterase
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01001921.1.p1	106	0.00	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038642.1.p1	297	0.02	PF00135.31	COesterase
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01022744.1.p1	350	0.01	PF00135.31	COesterase
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026038.1.p2	274	0.01	PF00135.31	COesterase
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01013279.1.p1	153	0.01	PF00135.31	COesterase
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000001.1.p1	1921	0.00	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004821.1.p1	1790	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01027068.1.p1	1815	0.01	PF01391.21	Collagen
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01009472.1.p1	1926	0.01	PF01391.21	Collagen
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000006.1.p1	1385	0.00	PF01391.21	Collagen
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01015294.1.p1	1879	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01028798.1.p1	1780	0.01	PF01391.21	Collagen
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01046268.1.p1	1986	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01026949.1.p1	1687	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002106.1.p1	1462	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003631.1.p1	1680	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009592.1.p1	1635	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01025883.1.p1	1763	0.01	PF01391.21	Collagen
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01002782.1.p1	1821	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01026948.1.p1	1550	0.01	PF01391.21	Collagen
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01009472.1.p2	1842	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002105.1.p1	1197	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063873.1.p1	1718	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070334.1.p1	1609	0.02	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005869.1.p1	1482	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01064629.1.p1	1392	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009324.1.p1	1682	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01016193.1.p1	1419	0.00	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01023818.1.p1	1168	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001163.1.p1	992	0.01	PF01391.21	Collagen
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01009069.1.p1	1344	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069481.1.p1	1168	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01030632.1.p1	918	0.00	PF01391.21	Collagen
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000644.1.p1	810	0.00	PF01391.21	Collagen
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000588.1.p1	1087	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01048489.1.p1	961	0.01	PF01391.21	Collagen
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000018.1.p1	748	0.00	PF01391.21	Collagen
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000004.1.p1	1022	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01021346.1.p1	1004	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001368.1.p1	1003	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01022862.1.p1	1000	0.01	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01022863.1.p1	1000	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003248.1.p1	995	0.01	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003249.1.p1	995	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01014525.1.p1	896	0.01	PF01391.21	Collagen
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01025803.1.p1	941	0.01	PF01391.21	Collagen
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000059.1.p1	589	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01017586.1.p1	762	0.00	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008005.1.p1	690	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071210.1.p1	876	0.01	PF01391.21	Collagen
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000979.1.p1	450	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039417.1.p1	661	0.01	PF01391.21	Collagen
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01000976.1.p2	452	0.00	PF01391.21	Collagen
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000080.1.p1	525	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01039341.1.p1	795	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023916.1.p1	695	0.02	PF01391.21	Collagen
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036494.1.p1	787	0.01	PF01391.21	Collagen
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036496.1.p1	787	0.01	PF01391.21	Collagen
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003355.1.p1	535	0.01	PF01391.21	Collagen
Glycera_tridactyla_GART01.transdecoder.pep_id_GART01001146.1.p1	388	0.00	PF01391.21	Collagen
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000553.1_prot_JAA97390.1_1	1457	0.00	PF01391.21	Collagen
Crotalus_horridus_GBKC01_id_lcl|GBKC01000788.1_prot_JAG45282.1_1	1457	0.00	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01073420.1.p1	648	0.02	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061190.1.p1	491	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01055850.1.p1	548	0.01	PF01391.21	Collagen
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036493.1.p1	450	0.00	PF01391.21	Collagen
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000156.1.p1	381	0.00	PF01391.21	Collagen
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000198.1.p1	364	0.00	PF01391.21	Collagen
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01016288.1.p1	473	0.01	PF01391.21	Collagen
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012257.1.p1	401	0.01	PF01391.21	Collagen
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01036495.1.p1	620	0.01	PF01391.21	Collagen
Naja_naja_GHRX01.transdecoder.pep_id_GHRX01000150.1.p1	341	0.00	PF01391.21	Collagen
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000130.1.p1	449	0.03	PF01391.21	Collagen
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005290.1.p1	1052	0.03	PF00431.23	CUB
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01032058.1.p1	676	0.05	PF00431.23	CUB
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027706.1.p1	847	0.03	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031777.1.p1	503	0.03	PF00431.23	CUB
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005665.1.p1	317	0.03	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061870.1.p2	260	0.04	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01051008.1.p1	314	0.04	PF00431.23	CUB
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006344.1.p1	298	0.03	PF00431.23	CUB
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004708.1.p1	461	0.03	PF00431.23	CUB
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003107.1.p1	321	0.03	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01067272.1.p1	475	0.03	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01024049.1.p1	344	0.03	PF00431.23	CUB
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000801.1.p1	744	0.03	PF00089.29	Trypsin
Boiga_irregularis_GBSH01_id_lcl|GBSH01000475.1_prot_JAG68549.1_1	717	0.04	PF00431.23	CUB
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000562.1_prot_JAA97381.1_1	718	0.04	PF00431.23	CUB
Crotalus_horridus_GBKC01_id_lcl|GBKC01000799.1_prot_JAG45271.1_1	718	0.04	PF00431.23	CUB
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02000530.1_prot_JAV50883.1_1	718	0.04	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01022920.1.p1	372	0.04	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036548.1.p1	450	0.06	PF00431.23	CUB
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01010682.1.p1	305	0.03	PF00431.23	CUB
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033305.1.p2	539	0.04	PF00031.24	Cystatin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01033305.1.p1	539	0.04	PF00031.24	Cystatin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01065069.1.p1	374	0.05	PF00031.24	Cystatin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01017867.1.p1	505	0.03	PF00031.24	Cystatin
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01047041.1.p1	325	0.05	PF00031.24	Cystatin
Naja_nigricollis_GIJG01.transdecoder.pep_id_GIJG01000137.1.p1	390	0.02	PF03265.18	DNase_II
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01047790.1.p1	359	0.03	PF03265.18	DNase_II
Dendroaspis_jamesoni_kaimosae_GHPB01.transdecoder.pep_id_GHPB01000089.1.p1	397	0.03	PF03265.18	DNase_II
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000149.1.p1	358	0.02	PF03265.18	DNase_II
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01000117.1.p1	381	0.02	PF03265.18	DNase_II
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000008.1.p1	357	0.02	PF03265.18	DNase_II
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027288.1.p1	406	0.02	PF03265.18	DNase_II
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038013.1.p4	399	0.02	PF03265.18	DNase_II
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038014.1.p4	399	0.02	PF03265.18	DNase_II
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038017.1.p4	399	0.02	PF03265.18	DNase_II
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01038018.1.p4	399	0.02	PF03265.18	DNase_II
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01011225.1.p1	404	0.02	PF03265.18	DNase_II
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01012314.1.p1	404	0.01	PF03265.18	DNase_II
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020106.1.p2	425	0.01	PF03265.18	DNase_II
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020107.1.p2	425	0.01	PF03265.18	DNase_II
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01012695.1.p1	304	0.03	PF03265.18	DNase_II
Dendroaspis_viridis_GHPC01.transdecoder.pep_id_GHPC01000241.1.p1	324	0.02	PF03265.18	DNase_II
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01037088.1.p1	273	0.03	PF03265.18	DNase_II
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005024.1.p1	365	0.02	PF03265.18	DNase_II
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021028.1.p1	343	0.01	PF03265.18	DNase_II
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002519.1.p1	364	0.02	PF03265.18	DNase_II
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01000601.1.p1	236	0.03	PF03265.18	DNase_II
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066330.1.p2	304	0.03	PF03265.18	DNase_II
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000862.1.p1	231	0.00	PF03265.18	DNase_II
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01001022.1.p1	219	0.00	PF03265.18	DNase_II
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01037843.1.p1	228	0.01	PF03265.18	DNase_II
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023734.1.p1	184	0.02	PF03265.18	DNase_II
Conophis_lineatus_GJFD01.transdecoder.pep_id_GJFD01000493.1.p1	754	0.01	PF00326.24	Peptidase_S9
Hypsiglena_sp._JMG-2014_GBSI01_id_lcl|GBSI01000756.1_prot_JAC95740.1_1	753	0.01	PF00326.24	Peptidase_S9
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01000036.1.p1	537	0.02	PF00930.24	DPPIV_N
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01040679.1.p1	754	0.01	PF00326.24	Peptidase_S9
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01013140.1.p1	732	0.02	PF00326.24	Peptidase_S9
