Hadrurus_spadix_GFAH01_id_lcl|GFAH01000031.1_prot_JAV48358.1_1	Hadrurus_spadix_GFAH01_id_lcl|GFAH01000031.1_prot_JAV48358.1_1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep19
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070269.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070269.1.p1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070269.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070269.1.p1_rep9
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019264.1.p1_rep10	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070269.1.p1_rep20
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020594.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020594.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020594.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020594.1.p1_rep7
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020754.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020754.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020754.1.p1_rep4	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020754.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020754.1.p1_rep4	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01020754.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep3	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep3	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025083.1.p2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep2	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep2	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep13
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep15
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01025316.1.p1_rep21
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GJDI01.1_id_MCL6789175.1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GEGO01P.1_id_JAR93017.1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GEGO01P.1_id_JAR93017.1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GJDI01.1_id_MCL6789175.1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GJDI01.1_id_MCL6789175.1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GJDI01.1_id_MCL6789175.1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_86657_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_86657_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GHJT01P.1_id_MOY42301.1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GHJT01P.1_id_MOY42301.1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GHJT01P.1_id_MOY42301.1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1_rep7	GHJT01P.1_id_MOY42301.1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029218.1.p1_rep4	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029218.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029218.1.p1_rep4	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029218.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029218.1.p1_rep4	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029218.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep7
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Crotalus_horridus_GAAZ01_id_lcl|GAAZ01000563.1_prot_JAA97380.1_1_rep9
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep8	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034041.1.p1_rep7
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep8
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep11	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01036847.1.p1_rep19
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep7
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep15
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep24
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01043527.1.p1_rep25
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep17	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep17
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep17	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep17	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep15
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep17	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep21
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep17	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1_rep23
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep12	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep12
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep25	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep25
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep25	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep25	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep25	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep14
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep25	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046687.1.p1_rep22
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep12
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01049330.1.p1_rep21
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep18	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01050072.1.p2_rep19
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052447.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052447.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep3
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep5	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1_rep2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01059841.1.p1	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01059841.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep4
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep8
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep10
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep12
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep6	Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061903.1.p1_rep14
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep3	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep3
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep17	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep17
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep17	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep13
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep20	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003197.1.p1_rep20
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep2
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep3
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep4
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep8
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep9
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep10
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep11
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep14
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep16
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003256.1.p1_rep20
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001005.1.p1_rep6
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001005.1.p1_rep9
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001005.1.p1_rep10
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001005.1.p1_rep19
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001395.1.p1_rep3
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001395.1.p1_rep19
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01002061.1.p1
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003156.1.p2
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003156.1.p2_rep9
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1_rep8	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003785.1.p1
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001395.1.p1_rep7
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001556.1.p1
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001556.1.p1_rep10
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01002983.1.p1
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01002983.1.p1_rep10
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01002061.1.p1_rep10
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003156.1.p2_rep2
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003156.1.p2_rep10
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004807.1.p1_rep2	Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01003276.1.p1_rep2
