hit_id	length	cysteine_content	e_value	query_accession	query_name
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1_rep2	365	0.08	0.014	PF01080.20	Presenilin
GCA_013339695.2_BIME_Rsan_1.4_id_KAH7987044.1_rep7	438	0.03	1.1e-06	PF07992.17	Pyr_redox_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1_rep8	733	0.05	3.1e-11	PF00090.22	TSP_1
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000780.1.p1	160	0.03	1.9e-73	PF17144.7	Ribosomal_L5e
GCA_013339685.2_BIME_Hyas_1.3_id_KAH6931703.1_rep8	896	0.02	0.011	PF04801.16	RPC5
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21	575	0.00	0.0027	PF16367.8	RRM_7
GCA_013339695.2_BIME_Rsan_1.4_id_KAH7939105.1	330	0.01	0.013	PF00584.23	SecE
Naja_naja_GHRX01.transdecoder.pep_id_GHRX01000496.1.p1	104	0.08	0.0044	PF07333.15	SLR1-BP
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_85704_rep3	255	0.05	0.00017	PF03973.16	Triabin
GCA_013339725.1_BIME_Rmic_1.3_id_KAH8035345.1_rep2	740	0.02	0.078	PF00090.22	TSP_1
GCA_013339765.2_BIME_HaeL_1.3_id_KAH9377381.1_rep14	342	0.05	0.02	PF13465.9	zf-H2C2_2
