Clust_Ref,Clust_Seq,Seq_o,Rep_nb,Species,Clust_o,Clust_od
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066477.1.p1_rep6,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066477.1.p1_rep6,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066477.1.p1,6,Bungarus_multicinctus,Q8WPI2,Boophilin-H2
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,0,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep14,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,14,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep22,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,22,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,4,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep5,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,5,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep6,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,6,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,8,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep8,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1_rep9,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066927.1.p1,9,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,0,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep10,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,10,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep12,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,12,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep20,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,20,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,21,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep23,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,23,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,4,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep5,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,5,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep6,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,6,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep21,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1_rep7,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069657.1.p1,7,Bungarus_multicinctus,F8J2B3,Long neurotoxin 13 (LNTX-13)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep13,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1,0,Bungarus_multicinctus,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep13,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep12,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1,12,Bungarus_multicinctus,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep13,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep13,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1,13,Bungarus_multicinctus,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep13,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep3,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1,3,Bungarus_multicinctus,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep13,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1_rep7,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1,7,Bungarus_multicinctus,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,0,Bungarus_multicinctus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1_rep18,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,18,Bungarus_multicinctus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1_rep2,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,2,Bungarus_multicinctus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1_rep23,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,23,Bungarus_multicinctus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056051.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,4,Bungarus_multicinctus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01056051.1.p1_rep4,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1_rep6,Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072144.1.p1,6,Bungarus_multicinctus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep3,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,0,Centruroides_hentzi,E4VP50,Venom antimicrobial peptide-9 (Meucin-18)
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep3,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep2,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,2,Centruroides_hentzi,E4VP50,Venom antimicrobial peptide-9 (Meucin-18)
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep3,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep3,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,3,Centruroides_hentzi,E4VP50,Venom antimicrobial peptide-9 (Meucin-18)
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep4,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep4,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,4,Centruroides_hentzi,E4VP50,Venom antimicrobial peptide-9 (Meucin-18)
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep3,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep5,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,5,Centruroides_hentzi,E4VP50,Venom antimicrobial peptide-9 (Meucin-18)
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep6,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1_rep6,Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000040.1.p1,6,Centruroides_hentzi,E4VP50,Venom antimicrobial peptide-9 (Meucin-18)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,0,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,10,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep12,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,12,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep14,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,14,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep16,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,16,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep5,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,5,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep6,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,6,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep10,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1_rep7,Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1,7,Cotesia_vestalis,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01015998.1.p1,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,0,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep11,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,11,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep12,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,12,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep13,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,13,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep14,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,14,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep16,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,16,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,18,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep19,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,19,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep2,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,2,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep24,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,24,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep25,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,25,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep3,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,3,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,4,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep5,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,5,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1_rep9,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1,9,Crotalus_durissus,B2BS84,Putative Kunitz-type serine protease inhibitor
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,0,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000542.1.p1_rep6,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep15,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,15,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep2,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,2,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000542.1.p1_rep6,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep21,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,21,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep3,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,3,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,4,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000542.1.p1_rep6,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep6,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,6,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep4,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1_rep7,Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000031.1.p1,7,Crotalus_durissus,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01015998.1.p1,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,0,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep11,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,11,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep12,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,12,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep13,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,13,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep14,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,14,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep16,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,16,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,18,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
